"DateTime","Pre Open RELIANCEEQN","RELIANCEEQN"
"2025-06-12 09:00:59",1457,
"2025-06-12 09:01:59",1456,
"2025-06-12 09:02:59",1456.9,
"2025-06-12 09:03:59",1457,
"2025-06-12 09:04:59",1456,
"2025-06-12 09:05:59",1455.1,
"2025-06-12 09:06:59",1454.1,
"2025-06-12 09:07:45",1453.5,
"2025-06-12 09:15:59",,1454.4
"2025-06-12 09:16:59",,1453.3
"2025-06-12 09:17:57",,1454.9
"2025-06-12 09:18:58",,1456.2
"2025-06-12 09:19:59",,1455.1
"2025-06-12 09:20:59",,1455
"2025-06-12 09:21:59",,1452.1
"2025-06-12 09:22:57",,1450.5
"2025-06-12 09:23:59",,1452.2
"2025-06-12 09:24:58",,1454.9
"2025-06-12 09:25:59",,1454.3
"2025-06-12 09:26:59",,1452.9
"2025-06-12 09:27:59",,1452.6
"2025-06-12 09:28:56",,1452.1
"2025-06-12 09:29:58",,1452.4
"2025-06-12 09:30:59",,1452.1
"2025-06-12 09:31:53",,1452.5
"2025-06-12 09:32:54",,1453.6
"2025-06-12 09:33:54",,1453.6
"2025-06-12 09:34:59",,1452.5
"2025-06-12 09:35:53",,1452.4
"2025-06-12 09:36:59",,1452.7
"2025-06-12 09:37:59",,1451.6
"2025-06-12 09:38:59",,1451
"2025-06-12 09:39:59",,1450
"2025-06-12 09:40:59",,1449.9
"2025-06-12 09:41:53",,1449.2
"2025-06-12 09:42:55",,1448.7
"2025-06-12 09:43:58",,1448.4
"2025-06-12 09:44:58",,1447.4
"2025-06-12 09:45:59",,1447.4
"2025-06-12 09:46:59",,1446.8
"2025-06-12 09:47:59",,1448.3
"2025-06-12 09:48:59",,1447.5
"2025-06-12 09:49:59",,1448.9
"2025-06-12 09:50:59",,1450.1
"2025-06-12 09:51:59",,1449.9
"2025-06-12 09:52:59",,1450.1
"2025-06-12 09:53:56",,1450.4
"2025-06-12 09:54:56",,1450.2
"2025-06-12 09:55:58",,1448.7
"2025-06-12 09:56:54",,1448.7
"2025-06-12 09:57:59",,1448.5
"2025-06-12 09:58:57",,1448.6
"2025-06-12 09:59:57",,1448.4
"2025-06-12 10:00:58",,1447.3
"2025-06-12 10:01:58",,1447.5
"2025-06-12 10:02:59",,1447.9
"2025-06-12 10:03:59",,1447.8
"2025-06-12 10:04:55",,1447.7
"2025-06-12 10:05:53",,1448.1
"2025-06-12 10:06:58",,1449.5
"2025-06-12 10:07:59",,1449.6
"2025-06-12 10:08:59",,1449.9
"2025-06-12 10:09:56",,1449.7
"2025-06-12 10:10:59",,1449.9
"2025-06-12 10:11:56",,1449.9
"2025-06-12 10:12:57",,1449.7
"2025-06-12 10:13:58",,1449.7
"2025-06-12 10:14:55",,1449.5
"2025-06-12 10:15:59",,1449.3
"2025-06-12 10:16:59",,1449.3
"2025-06-12 10:17:59",,1448.9
"2025-06-12 10:18:58",,1449.2
"2025-06-12 10:19:55",,1449.6
"2025-06-12 10:20:56",,1449.1
"2025-06-12 10:21:59",,1449
"2025-06-12 10:22:57",,1449.1
"2025-06-12 10:23:56",,1449.4
"2025-06-12 10:24:55",,1450.3
"2025-06-12 10:25:58",,1450.5
"2025-06-12 10:26:58",,1450.5
"2025-06-12 10:27:56",,1451
"2025-06-12 10:28:59",,1451.5
"2025-06-12 10:29:54",,1451.5
"2025-06-12 10:30:54",,1452
"2025-06-12 10:31:59",,1451.5
"2025-06-12 10:32:59",,1451.5
"2025-06-12 10:33:56",,1451.2
"2025-06-12 10:34:55",,1451
"2025-06-12 10:35:59",,1450.3
"2025-06-12 10:36:59",,1450.3
"2025-06-12 10:37:59",,1449.1
"2025-06-12 10:38:55",,1449.2
"2025-06-12 10:39:58",,1448.8
"2025-06-12 10:40:55",,1448.5
"2025-06-12 10:41:57",,1448.6
"2025-06-12 10:42:59",,1448.6
"2025-06-12 10:43:59",,1447
"2025-06-12 10:44:58",,1445.5
"2025-06-12 10:45:59",,1447.3
"2025-06-12 10:46:58",,1447.1
"2025-06-12 10:47:59",,1447.8
"2025-06-12 10:48:57",,1447.2
"2025-06-12 10:49:59",,1448
"2025-06-12 10:50:59",,1448.2
"2025-06-12 10:51:59",,1448.3
"2025-06-12 10:52:59",,1448.9
"2025-06-12 10:53:59",,1448
"2025-06-12 10:54:59",,1448
"2025-06-12 10:55:59",,1448.1
"2025-06-12 10:56:56",,1448.1
"2025-06-12 10:57:57",,1448.2
"2025-06-12 10:58:58",,1447.8
"2025-06-12 10:59:59",,1448.2
"2025-06-12 11:00:59",,1448
"2025-06-12 11:01:59",,1448.1
"2025-06-12 11:02:49",,1448
"2025-06-12 11:03:55",,1449.1
"2025-06-12 11:04:58",,1449.2
"2025-06-12 11:05:55",,1449.2
"2025-06-12 11:06:59",,1449.6
"2025-06-12 11:07:59",,1448.6
"2025-06-12 11:08:50",,1448.5
"2025-06-12 11:09:57",,1448.6
"2025-06-12 11:10:56",,1449.3
"2025-06-12 11:11:56",,1449.6
"2025-06-12 11:12:58",,1449.5
"2025-06-12 11:13:58",,1449.6
"2025-06-12 11:14:59",,1449.2
"2025-06-12 11:15:59",,1449.1
"2025-06-12 11:16:58",,1448.6
"2025-06-12 11:17:58",,1449.1
"2025-06-12 11:18:56",,1450
"2025-06-12 11:19:59",,1450
"2025-06-12 11:20:59",,1449.8
"2025-06-12 11:21:54",,1450
"2025-06-12 11:22:57",,1450.4
"2025-06-12 11:23:59",,1450.6
"2025-06-12 11:24:58",,1450
"2025-06-12 11:25:59",,1450.8
"2025-06-12 11:26:58",,1450.8
"2025-06-12 11:27:56",,1450.3
"2025-06-12 11:28:54",,1450.3
"2025-06-12 11:29:59",,1451.4
"2025-06-12 11:30:59",,1451
"2025-06-12 11:31:57",,1451
"2025-06-12 11:32:55",,1451.1
"2025-06-12 11:33:55",,1451.1
"2025-06-12 11:34:55",,1451
"2025-06-12 11:35:59",,1451
"2025-06-12 11:36:56",,1451.6
"2025-06-12 11:37:56",,1451.3
"2025-06-12 11:38:57",,1450.1
"2025-06-12 11:39:58",,1449.1
"2025-06-12 11:40:59",,1449.8
"2025-06-12 11:41:59",,1450.5
"2025-06-12 11:42:59",,1450.3
"2025-06-12 11:43:59",,1450.9
"2025-06-12 11:44:59",,1450.9
"2025-06-12 11:45:56",,1450.5
"2025-06-12 11:46:57",,1450.7
"2025-06-12 11:47:59",,1449.6
"2025-06-12 11:48:58",,1449.5
"2025-06-12 11:49:57",,1450.3
"2025-06-12 11:50:58",,1450.1
"2025-06-12 11:51:59",,1450.1
"2025-06-12 11:52:57",,1450.2
"2025-06-12 11:53:57",,1450.4
"2025-06-12 11:54:57",,1450.1
"2025-06-12 11:55:58",,1450.1
"2025-06-12 11:56:59",,1450
"2025-06-12 11:57:59",,1449.6
"2025-06-12 11:58:59",,1449.6
"2025-06-12 11:59:59",,1449.3
"2025-06-12 12:00:59",,1448.8
"2025-06-12 12:01:59",,1450.6
"2025-06-12 12:02:59",,1449.6
"2025-06-12 12:03:58",,1449.6
"2025-06-12 12:04:59",,1449.3
"2025-06-12 12:05:59",,1449.6
"2025-06-12 12:06:59",,1449.7
"2025-06-12 12:07:58",,1449.8
"2025-06-12 12:08:59",,1449.7
"2025-06-12 12:09:59",,1449.6
"2025-06-12 12:10:59",,1449.6
"2025-06-12 12:11:57",,1449.6
"2025-06-12 12:12:59",,1449.8
"2025-06-12 12:13:58",,1449.5
"2025-06-12 12:14:59",,1449.6
"2025-06-12 12:15:57",,1449.6
"2025-06-12 12:16:59",,1449.8
"2025-06-12 12:17:56",,1449.5
"2025-06-12 12:18:58",,1449.2
"2025-06-12 12:19:59",,1449.3
"2025-06-12 12:20:59",,1448.8
"2025-06-12 12:21:59",,1448.6
"2025-06-12 12:22:59",,1448.7
"2025-06-12 12:23:59",,1448.4
"2025-06-12 12:24:59",,1448.5
"2025-06-12 12:25:59",,1448
"2025-06-12 12:26:59",,1447.6
"2025-06-12 12:27:59",,1447.6
"2025-06-12 12:28:59",,1447.7
"2025-06-12 12:29:58",,1447.1
"2025-06-12 12:30:59",,1447.1
"2025-06-12 12:31:59",,1447.3
"2025-06-12 12:32:59",,1447.1
"2025-06-12 12:33:59",,1447.1
"2025-06-12 12:34:58",,1448.4
"2025-06-12 12:35:59",,1448.5
"2025-06-12 12:36:59",,1447.1
"2025-06-12 12:37:59",,1446.6
"2025-06-12 12:38:59",,1448.2
"2025-06-12 12:39:59",,1447
"2025-06-12 12:40:58",,1448.1
"2025-06-12 12:41:58",,1448.3
"2025-06-12 12:42:59",,1448
"2025-06-12 12:43:58",,1447.9
"2025-06-12 12:44:56",,1449.3
"2025-06-12 12:45:59",,1449
"2025-06-12 12:46:59",,1449.1
"2025-06-12 12:47:58",,1449.4
"2025-06-12 12:48:57",,1450.3
"2025-06-12 12:49:59",,1449.9
"2025-06-12 12:50:59",,1450.2
"2025-06-12 12:51:58",,1449.6
"2025-06-12 12:52:59",,1449.1
"2025-06-12 12:53:58",,1449.4
"2025-06-12 12:54:59",,1449.3
"2025-06-12 12:55:59",,1448.8
"2025-06-12 12:56:59",,1448.5
"2025-06-12 12:57:59",,1448
"2025-06-12 12:58:59",,1448.3
"2025-06-12 12:59:57",,1448.3
"2025-06-12 13:00:59",,1448
"2025-06-12 13:01:59",,1447.5
"2025-06-12 13:02:59",,1447.5
"2025-06-12 13:03:59",,1448.4
"2025-06-12 13:04:59",,1449
"2025-06-12 13:05:59",,1449.3
"2025-06-12 13:06:59",,1449.4
"2025-06-12 13:07:57",,1449
"2025-06-12 13:08:59",,1449.4
"2025-06-12 13:09:59",,1449.3
"2025-06-12 13:10:59",,1449.6
"2025-06-12 13:11:57",,1449.4
"2025-06-12 13:12:59",,1450.4
"2025-06-12 13:13:58",,1450.4
"2025-06-12 13:14:59",,1450.6
"2025-06-12 13:15:59",,1450.9
"2025-06-12 13:16:59",,1450.6
"2025-06-12 13:17:59",,1450.9
"2025-06-12 13:18:58",,1451
"2025-06-12 13:19:54",,1450.9
"2025-06-12 13:20:55",,1450.9
"2025-06-12 13:21:58",,1450
"2025-06-12 13:22:59",,1450.4
"2025-06-12 13:23:59",,1450
"2025-06-12 13:24:59",,1449.9
"2025-06-12 13:25:59",,1449.8
"2025-06-12 13:26:58",,1449
"2025-06-12 13:27:59",,1447.5
"2025-06-12 13:28:59",,1447
"2025-06-12 13:29:59",,1446.3
"2025-06-12 13:30:59",,1446.6
"2025-06-12 13:31:59",,1446.3
"2025-06-12 13:32:59",,1446.3
"2025-06-12 13:33:59",,1445.9
"2025-06-12 13:34:59",,1445.4
"2025-06-12 13:35:59",,1445.5
"2025-06-12 13:36:59",,1445.9
"2025-06-12 13:37:59",,1443.8
"2025-06-12 13:38:59",,1443.5
"2025-06-12 13:39:58",,1442.5
"2025-06-12 13:40:59",,1442.6
"2025-06-12 13:41:59",,1442
"2025-06-12 13:42:59",,1442.3
"2025-06-12 13:43:59",,1441.4
"2025-06-12 13:44:59",,1441.7
"2025-06-12 13:45:58",,1441
"2025-06-12 13:46:59",,1440
"2025-06-12 13:47:59",,1438.3
"2025-06-12 13:48:59",,1439.4
"2025-06-12 13:49:59",,1438.3
"2025-06-12 13:50:59",,1437.4
"2025-06-12 13:51:59",,1437.6
"2025-06-12 13:52:59",,1437
"2025-06-12 13:53:59",,1438.7
"2025-06-12 13:54:59",,1439.7
"2025-06-12 13:55:59",,1440
"2025-06-12 13:56:59",,1440.4
"2025-06-12 13:57:59",,1439.2
"2025-06-12 13:58:59",,1439.7
"2025-06-12 13:59:59",,1439.3
"2025-06-12 14:00:58",,1439.6
"2025-06-12 14:01:59",,1436.5
"2025-06-12 14:02:59",,1437.5
"2025-06-12 14:03:59",,1437.9
"2025-06-12 14:04:48",,1437.6
"2025-06-12 14:05:56",,1436.5
"2025-06-12 14:06:59",,1435.5
"2025-06-12 14:07:59",,1436
"2025-06-12 14:08:56",,1435.6
"2025-06-12 14:09:59",,1434.9
"2025-06-12 14:10:59",,1434.9
"2025-06-12 14:11:59",,1436.4
"2025-06-12 14:12:59",,1436.7
"2025-06-12 14:13:59",,1437.8
"2025-06-12 14:14:59",,1437.8
"2025-06-12 14:15:59",,1438
"2025-06-12 14:16:59",,1438.9
"2025-06-12 14:17:59",,1439.5
"2025-06-12 14:18:58",,1438.3
"2025-06-12 14:19:59",,1439.4
"2025-06-12 14:20:59",,1439.8
"2025-06-12 14:21:59",,1439.7
"2025-06-12 14:22:59",,1439.5
"2025-06-12 14:23:58",,1439.7
"2025-06-12 14:24:59",,1438.4
"2025-06-12 14:25:59",,1438
"2025-06-12 14:26:59",,1437.1
"2025-06-12 14:27:59",,1437.6
"2025-06-12 14:28:59",,1437.6
"2025-06-12 14:29:59",,1438
"2025-06-12 14:30:56",,1440.8
"2025-06-12 14:31:59",,1440.8
"2025-06-12 14:32:58",,1440.7
"2025-06-12 14:33:59",,1441.5
"2025-06-12 14:34:59",,1441.4
"2025-06-12 14:35:59",,1441.4
"2025-06-12 14:36:59",,1440.4
"2025-06-12 14:37:59",,1439.5
"2025-06-12 14:38:59",,1439.3
"2025-06-12 14:39:58",,1438.4
"2025-06-12 14:40:59",,1441.5
"2025-06-12 14:41:59",,1441.1
"2025-06-12 14:42:59",,1441.5
"2025-06-12 14:43:59",,1441.4
"2025-06-12 14:44:59",,1441
"2025-06-12 14:45:59",,1441
"2025-06-12 14:46:59",,1441.2
"2025-06-12 14:47:59",,1440.5
"2025-06-12 14:48:59",,1441
"2025-06-12 14:49:59",,1441.2
"2025-06-12 14:50:59",,1441.6
"2025-06-12 14:51:59",,1441.2
"2025-06-12 14:52:59",,1441.4
"2025-06-12 14:53:59",,1441.6
"2025-06-12 14:54:58",,1441.4
"2025-06-12 14:55:59",,1441.6
"2025-06-12 14:56:59",,1441.5
"2025-06-12 14:57:59",,1442
"2025-06-12 14:58:59",,1442.4
"2025-06-12 14:59:59",,1442.3
"2025-06-12 15:00:59",,1442.4
"2025-06-12 15:01:59",,1443.6
"2025-06-12 15:02:59",,1441.5
"2025-06-12 15:03:59",,1439.8
"2025-06-12 15:04:59",,1441.9
"2025-06-12 15:05:57",,1444.2
"2025-06-12 15:06:59",,1444.3
"2025-06-12 15:07:59",,1441.5
"2025-06-12 15:08:59",,1443.3
"2025-06-12 15:09:59",,1442.9
"2025-06-12 15:10:59",,1439.7
"2025-06-12 15:11:59",,1443.1
"2025-06-12 15:12:59",,1442.2
"2025-06-12 15:13:59",,1442.6
"2025-06-12 15:14:59",,1442.4
"2025-06-12 15:15:59",,1440
"2025-06-12 15:16:59",,1437.7
"2025-06-12 15:17:59",,1439.4
"2025-06-12 15:18:59",,1438.2
"2025-06-12 15:19:58",,1440.4
"2025-06-12 15:20:59",,1439.9
"2025-06-12 15:21:59",,1441
"2025-06-12 15:22:59",,1440.8
"2025-06-12 15:23:59",,1441
"2025-06-12 15:24:59",,1441.3
"2025-06-12 15:25:59",,1441.1
"2025-06-12 15:26:59",,1440.2
"2025-06-12 15:27:59",,1440
"2025-06-12 15:28:59",,1439.9
"2025-06-12 15:29:58",,1439.5
"2025-06-12 15:30:01",,1439.5
"2025-06-12 15:31:36",,1441.6
"2025-06-12 15:40:58",,1441.6
"2025-06-12 15:41:11",,1441.6
"2025-06-12 15:42:36",,1441.6
"2025-06-12 15:43:57",,1441.6
"2025-06-12 15:45:39",,1441.6
"2025-06-12 15:46:59",,1441.6
"2025-06-12 15:47:56",,1441.6
"2025-06-12 15:48:48",,1441.6
"2025-06-12 15:49:16",,1441.6
"2025-06-12 15:50:50",,1441.6
"2025-06-12 15:51:34",,1441.6
"2025-06-12 15:53:46",,1441.6
"2025-06-12 15:55:20",,1441.6
"2025-06-12 15:56:19",,1441.6
"2025-06-12 15:57:17",,1441.6
"2025-06-12 15:58:58",,1441.6
"2025-06-12 15:59:32",,1441.6